converged SCF energy = -23.9435624916076
         254923 function calls (247238 primitive calls) in 85.309 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       73    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 iterative.py:123(combine)
        1    0.000    0.000    0.000    0.000 dok.py:30(dok_matrix)
        1    0.000    0.000    0.000    0.000 uhf.py:581(UHF)
        1    0.000    0.000    0.000    0.000 misc_util.py:720(Configuration)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        7    0.000    0.000    0.000    0.000 _util.py:296(<listcomp>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 linalg.py:138(_commonType)
        1    0.000    0.000    0.000    0.000 molden.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 _internal.py:246(_ctypes)
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
        3    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
        6    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       14    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 select_ci.py:680(SelectedCI)
        1    0.000    0.000    0.000    0.000 pyscf_dfmp2.py:3(<module>)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 hf_symm.py:414(ROHF)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 base.py:70(default_lcpl)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        2    0.000    0.000    0.000    0.000 argparse.py:910(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
       26    0.000    0.000    0.000    0.000 numerictypes.py:1014(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       96    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:622(_load_backward_compatible)
        4    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       16    0.000    0.000    0.000    0.000 parse_nwchem.py:169(<listcomp>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:111(get_python_lib)
        1    0.000    0.000    0.000    0.000 misc_util.py:311(terminal_has_colors)
        1    0.000    0.000    0.000    0.000 ccompiler.py:15(CCompiler)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
       15    0.000    0.000    0.000    0.000 files.py:333(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(_H5PY_VERSION_CLS)
        1    0.000    0.000    0.000    0.000 compat.py:48(_fscodec)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:542(Popen)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        7    0.000    0.000    0.000    0.000 core.py:3372(__setattr__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 sputils.py:16(<listcomp>)
        2    0.000    0.000    0.000    0.000 tempfile.py:469(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:631(SpooledTemporaryFile)
        5    0.000    0.000    0.000    0.000 argparse.py:793(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:761(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:751(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:1581(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1589(LoggerAdapter)
       10    0.000    0.000    0.000    0.000 threading.py:74(RLock)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        3    0.000    0.000    0.000    0.000 arrayprint.py:314(_get_formatdict)
        4    0.000    0.000    0.000    0.000 numeric.py:2853(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:982(Path)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       39    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 __init__.py:14(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyscf_hf.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(<listcomp>)
        1    0.000    0.000    0.000    0.000 lil.py:22(lil_matrix)
        1    0.000    0.000    0.000    0.000 dir_util.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 hermite.py:1814(Hermite)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        2    0.000    0.000    0.000    0.000 linalg.py:123(_realType)
        2    0.000    0.000    0.000    0.000 function_base.py:2695(__init__)
        2    0.000    0.000    0.000    0.000 tempfile.py:237(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       27    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       21    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 rintermediates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uintermediates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyscf_ccsdt.py:3(<module>)
        1    0.000    0.000    0.000    0.000 uccsd.py:400(UCCSD)
        1    0.000    0.000    0.000    0.000 ccsd.py:394(CCSD)
        1    0.000    0.000    0.000    0.000 _constraints.py:9(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 ecp.py:52(core_configuration)
        1    0.000    0.000    0.000    0.000 file_util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1811(HermiteE)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:17(__enter__)
       25    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        2    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
       11    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        2    0.000    0.000    0.000    0.000 argparse.py:835(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1011(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1484(_get_handler)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 numerictypes.py:771(__getitem__)
        8    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:335(__members__)
        4    0.000    0.000    0.000    0.000 os.py:746(decode)
        8    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 rccsd.py:164(RCCSD)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:226(DifferentialEvolutionSolver)
        7    0.000    0.000    0.000    0.000 nonlin.py:1513(<listcomp>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:353(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 uhf_symm.py:188(UHF)
        1    0.000    0.000    0.000    0.000 hf_symm.py:260(RHF)
        1    0.000    0.000    0.000    0.000 unixccompiler.py:45(UnixCCompiler)
        1    0.000    0.000    0.000    0.000 misc.py:268(StreamObject)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 inspect.py:2413(Parameter)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
       12    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        2    0.000    0.000    0.000    0.000 subprocess.py:758(__del__)
        2    0.000    0.000    0.000    0.000 mole.py:2385(_std_symbol)
        1    0.000    0.000    0.000    0.000 fcidump.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dump_mat.py:3(<module>)
        6    0.000    0.000    0.000    0.000 index_tricks.py:661(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 argparse.py:891(_StoreTrueAction)
       10    0.000    0.000    0.000    0.000 argparse.py:1282(_registry_get)
        5    0.000    0.000    0.000    0.000 argparse.py:1480(_pop_action_class)
        1    0.000    0.000    0.000    0.000 argparse.py:1585(ArgumentParser)
        1    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1252(Logger)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1469(set_string_function)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 re.py:249(escape)
        3    0.000    0.000    0.000    0.000 sre_parse.py:452(<listcomp>)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
       21    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
       18    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 direct_spin0.py:325(FCISolver)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 dhf.py:240(UHF)
        1    0.000    0.000    0.000    0.000 _vhf.py:53(direct_scf_tol)
        1    0.000    0.000    0.000    0.000 configparser.py:1216(SectionProxy)
        1    0.000    0.000    0.000    0.000 <string>:12(__new__)
        1    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 inspect.py:2695(Signature)
        6    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 linalg.py:105(_makearray)
        1    0.000    0.000    0.000    0.000 linalg.py:222(_assertNoEmpty2d)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        2    0.000    0.000    0.000    0.000 argparse.py:870(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1224(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:1920(consume_positionals)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       26    0.000    0.000    0.000    0.000 enum.py:866(<lambda>)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 os.py:806(fsdecode)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.access}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       20    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 nonlin.py:692(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:188(IterativeSubproblem)
       14    0.000    0.000    0.000    0.000 decorator.py:220(<genexpr>)
        1    0.000    0.000    0.000    0.000 compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:296(ParsingError)
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 log.py:71(set_verbosity)
        1    0.000    0.000    0.000    0.000 base.py:87(CommonStateObject)
       73    0.000    0.000    0.000    0.000 misc.py:376(make_fn)
        2    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:586(iteritems)
        2    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 core.py:6058(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6254(MaskedConstant)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:100(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 utils.py:1956(suppress_warnings)
        5    0.000    0.000    0.000    0.000 argparse.py:573(format)
        5    0.000    0.000    0.000    0.000 argparse.py:1493(_check_conflict)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:470(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
       17    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
        1    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       29    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 direct_spin0_symm.py:205(FCISolver)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:13(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:40(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 decorator.py:85(FunctionMaker)
        1    0.000    0.000    0.000    0.000 x2c.py:213(UHF)
        1    0.000    0.000    0.000    0.000 param.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hf.py:1324(RHF)
        1    0.000    0.000    0.000    0.000 _vhf.py:15(VHFOpt)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:147(get_build_version)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:200(MSVCCompiler)
        1    0.000    0.000    0.000    0.000 info.py:3(<module>)
        1    0.000    0.000    0.000    0.000 npy_pkg_config.py:81(LibraryInfo)
        1    0.000    0.000    0.000    0.000 log.py:43(info)
        2    0.000    0.000    0.000    0.000 sysconfig.py:68(get_python_version)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
       14    0.000    0.000    0.000    0.000 files.py:353(__enter__)
        1    0.000    0.000    0.000    0.000 group.py:526(ExternalLink)
        1    0.000    0.000    0.000    0.000 selections.py:120(Selection)
        1    0.000    0.000    0.000    0.000 {h5py._errors.silence_errors}
       55    0.000    0.000    0.000    0.000 inspect.py:2503(annotation)
       35    0.000    0.000    0.000    0.000 inspect.py:2804(parameters)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 extras.py:1453(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1494(__init__)
        1    0.000    0.000    0.000    0.000 version.py:57(__le__)
        2    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        6    0.000    0.000    0.000    0.000 core.py:843(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1360(getmask)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 _datasource.py:263(DataSource)
        1    0.000    0.000    0.000    0.000 dmet.py:19(dmet)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:536(ndindex)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        2    0.000    0.000    0.000    0.000 tempfile.py:426(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        5    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:799(createLock)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 case.py:1338(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 records.py:304(recarray)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        3    0.000    0.000    0.000    0.000 __init__.py:477(CFunctionType)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
        3    0.000    0.000    0.000    0.000 datetime.py:1975(_create)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        2    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
        2    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        1    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        1    0.000    0.000    0.000    0.000 os.py:991(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1007(__getattr__)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        8    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        7    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 df.py:26(DF)
        1    0.000    0.000    0.000    0.000 ump2.py:27(UMP2)
        1    0.000    0.000    0.000    0.000 uccsd.py:1860(_ERISspin)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:24(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 report.py:4(ReportBase)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:112(__init__)
        1    0.000    0.000    0.000    0.000 arpack.py:979(IterOpInv)
        1    0.000    0.000    0.000    0.000 matfuncs.py:187(MatrixPowerOperator)
        2    0.000    0.000    0.000    0.000 _onenormest.py:122(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:305(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 interface.py:546(_ScaledLinearOperator)
        4    0.000    0.000    0.000    0.000 iterative.py:122(set_docstring)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.000    0.000 parse_nwchem.py:8(<module>)
        1    0.000    0.000    0.000    0.000 hf.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 _vhf.py:76(_CVHFOpt)
        1    0.000    0.000    0.000    0.000 configparser.py:1184(ConfigParser)
        1    0.000    0.000    0.000    0.000 logger.py:171(Logger)
        1    0.000    0.000    0.000    0.000 diis.py:26(DIIS)
        1    0.000    0.000    0.000    0.000 reduction.py:244(AbstractReducer)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 group.py:506(SoftLink)
        1    0.000    0.000    0.000    0.000 selections.py:233(SimpleSelection)
        1    0.000    0.000    0.000    0.000 selections.py:317(FancySelection)
        1    0.000    0.000    0.000    0.000 {h5py.h5z._register_lzf}
        1    0.000    0.000    0.000    0.000 misc.py:166(ctypes_stdout)
        1    0.000    0.000    0.000    0.000 misc.py:200(capture_stdout)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        2    0.000    0.000    0.000    0.000 subprocess.py:1366(_internal_poll)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 mole.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 mole.py:228(<listcomp>)
        4    0.000    0.000    0.000    0.000 mole.py:1505(natm)
        1    0.000    0.000    0.000    0.000 mole.py:1619(<listcomp>)
        2    0.000    0.000    0.000    0.000 mole.py:1623(<genexpr>)
        1    0.000    0.000    0.000    0.000 mole.py:1972(atom_charge)
        1    0.000    0.000    0.000    0.000 core.py:6420(_extrema_operation)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:207(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2592(MaskedIterator)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:28(__exit__)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 linalg.py:218(_isEmpty2d)
        1    0.000    0.000    0.000    0.000 _datasource.py:160(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:619(Repository)
        1    0.000    0.000    0.000    0.000 addons.py:14(load)
        1    0.000    0.000    0.000    0.000 localizer.py:32(localizer)
        1    0.000    0.000    0.000    0.000 optimize.py:75(OptimizeResult)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:418(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
