converged SCF energy = -12.7202055423917
RMP2 energy = -0.895838839268667
         255058 function calls (247388 primitive calls) in 0.556 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        3    0.000    0.000    0.001    0.000 tempfile.py:524(NamedTemporaryFile)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
     5514    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 arrayprint.py:323(<lambda>)
1334/1300    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:777(__init__)
       46    0.000    0.000    0.001    0.000 posixpath.py:369(abspath)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:804(fillFormat)
      820    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        1    0.000    0.000    0.001    0.001 msvccompiler.py:5(<module>)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
       13    0.000    0.000    0.001    0.000 hf.py:627(get_occ)
      869    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:780(find_spec)
       53    0.001    0.000    0.001    0.000 {built-in method h5py.h5t.py_create}
       79    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        3    0.000    0.000    0.001    0.000 parse_nwchem.py:31(load)
      120    0.000    0.000    0.001    0.000 enum.py:70(__setitem__)
       13    0.000    0.000    0.001    0.000 mole.py:2014(atom_coords)
       12    0.000    0.000    0.001    0.000 _version.py:55(__init__)
        1    0.000    0.000    0.001    0.001 hf.py:1045(get_ovlp)
        1    0.000    0.000    0.001    0.001 hf.py:234(get_ovlp)
      229    0.000    0.000    0.001    0.000 shape_base.py:63(atleast_2d)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
       65    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
        3    0.000    0.000    0.001    0.000 tempfile.py:251(_mkstemp_inner)
        1    0.000    0.000    0.001    0.001 _linprog.py:16(<module>)
      410    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
       14    0.000    0.000    0.001    0.000 inspect.py:2095(_signature_from_function)
        1    0.000    0.000    0.001    0.001 base.py:205(HLObject)
      572    0.000    0.000    0.001    0.000 arrayprint.py:636(_extendLine)
       43    0.000    0.000    0.001    0.000 core.py:150(get_object_signature)
        7    0.000    0.000    0.001    0.000 decorator.py:95(__init__)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        4    0.000    0.000    0.001    0.000 getlimits.py:409(_init)
        2    0.000    0.000    0.001    0.000 _distributor_init.py:10(<module>)
     2560    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
       12    0.000    0.000    0.001    0.000 hf.py:1131(make_rdm1)
        1    0.000    0.000    0.001    0.001 df.py:8(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:202(<module>)
        2    0.000    0.000    0.001    0.000 mole.py:1712(format_basis)
       82    0.000    0.000    0.001    0.000 numerictypes.py:939(_can_coerce_all)
        2    0.000    0.000    0.001    0.000 mole.py:232(format_basis)
       26    0.000    0.000    0.001    0.000 function_base.py:1851(diff)
        1    0.000    0.000    0.001    0.001 rohf.py:8(<module>)
        7    0.000    0.000    0.001    0.000 inspect.py:1082(getfullargspec)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.001    0.001 version.py:12(<module>)
      410    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
       12    0.000    0.000    0.001    0.000 hf.py:427(make_rdm1)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6550(__init__)
        1    0.000    0.000    0.000    0.000 ccsd.py:6(<module>)
     3321    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        7    0.000    0.000    0.000    0.000 decorator.py:169(make)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
      122    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.concatenate}
       10    0.000    0.000    0.000    0.000 abc.py:151(register)
       26    0.000    0.000    0.000    0.000 core.py:6555(getdoc)
      304    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.dragon4_scientific}
        1    0.000    0.000    0.000    0.000 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:13(<module>)
      885    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        7    0.000    0.000    0.000    0.000 _util.py:269(getargspec_no_self)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
       13    0.000    0.000    0.000    0.000 hf.py:166(energy_elec)
     1732    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      241    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      410    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 mole.py:716(dumps)
        5    0.000    0.000    0.000    0.000 argparse.py:1307(add_argument)
       51    0.000    0.000    0.000    0.000 posixpath.py:331(normpath)
        1    0.000    0.000    0.000    0.000 __init__.py:109(RHF)
        1    0.000    0.000    0.000    0.000 attrs.py:30(AttributeManager)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
    23/10    0.000    0.000    0.000    0.000 abc.py:196(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
       13    0.000    0.000    0.000    0.000 re.py:179(search)
        1    0.000    0.000    0.000    0.000 hf.py:1327(__init__)
        8    0.000    0.000    0.000    0.000 enum.py:758(_missing_)
      935    0.000    0.000    0.000    0.000 {built-in method builtins.min}
     2870    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 hf.py:964(__init__)
        3    0.000    0.000    0.000    0.000 parse_nwchem.py:45(search_seg)
        1    0.000    0.000    0.000    0.000 direct_spin1.py:26(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:765(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 group.py:29(Group)
        1    0.000    0.000    0.000    0.000 _numpy_compat.py:3(<module>)
       53    0.000    0.000    0.000    0.000 core.py:891(__init__)
      106    0.000    0.000    0.000    0.000 base.py:43(guess_dtype)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
      159    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
      107    0.000    0.000    0.000    0.000 posixpath.py:75(join)
     1774    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       34    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       18    0.000    0.000    0.000    0.000 mole.py:1517(nelectron)
      869    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 spawn.py:7(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:302(_add_aliases)
     2004    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
      280    0.000    0.000    0.000    0.000 _internal.py:247(__init__)
       72    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 direct_spin1_symm.py:19(<module>)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
       20    0.000    0.000    0.000    0.000 getlimits.py:71(<lambda>)
      845    0.000    0.000    0.000    0.000 sre_parse.py:248(match)
       53    0.000    0.000    0.000    0.000 filters.py:209(get_filters)
        8    0.000    0.000    0.000    0.000 enum.py:837(_decompose)
      153    0.000    0.000    0.000    0.000 arrayprint.py:832(<genexpr>)
        3    0.000    0.000    0.000    0.000 tempfile.py:157(__next__)
        1    0.000    0.000    0.000    0.000 rccsd.py:1(<module>)
      314    0.000    0.000    0.000    0.000 numerictypes.py:699(issubdtype)
      363    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_find_spec_legacy)
      240    0.000    0.000    0.000    0.000 diis.py:240(prange)
        1    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
        1    0.000    0.000    0.000    0.000 encoder.py:182(encode)
       18    0.000    0.000    0.000    0.000 mole.py:657(tot_electrons)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
       26    0.000    0.000    0.000    0.000 fromnumeric.py:1918(alltrue)
      820    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      874    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:707(find_spec)
       34    0.000    0.000    0.000    0.000 _methods.py:31(_sum)
      501    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        1    0.000    0.000    0.000    0.000 encoder.py:204(iterencode)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        2    0.000    0.000    0.000    0.000 mole.py:376(conc_env)
      183    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        6    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        3    0.000    0.000    0.000    0.000 gettext.py:611(gettext)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.000    0.000 argparse.py:1226(__init__)
        3    0.000    0.000    0.000    0.000 gettext.py:572(dgettext)
        7    0.000    0.000    0.000    0.000 inspect.py:3050(signature)
        1    0.000    0.000    0.000    0.000 nosetester.py:5(<module>)
       58    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
      149    0.000    0.000    0.000    0.000 sre_compile.py:388(_simple)
        3    0.000    0.000    0.000    0.000 gettext.py:506(translation)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
        7    0.000    0.000    0.000    0.000 inspect.py:2798(from_callable)
        1    0.000    0.000    0.000    0.000 unixccompiler.py:4(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        3    0.000    0.000    0.000    0.000 gettext.py:466(find)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        2    0.000    0.000    0.000    0.000 random.py:87(__init__)
        5    0.000    0.000    0.000    0.000 argparse.py:2352(_get_formatter)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
       86    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
        1    0.000    0.000    0.000    0.000 linalg_helper.py:8(<module>)
        1    0.000    0.000    0.000    0.000 numpy_helper.py:518(cond)
      635    0.000    0.000    0.000    0.000 sre_parse.py:171(append)
       34    0.000    0.000    0.000    0.000 abc.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        2    0.000    0.000    0.000    0.000 random.py:96(seed)
        1    0.000    0.000    0.000    0.000 trf_linear.py:2(<module>)
        5    0.000    0.000    0.000    0.000 argparse.py:157(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:1461(cond)
      271    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      500    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
      727    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f8969df1a60}
      124    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        7    0.000    0.000    0.000    0.000 moleintor.py:613(make_loc)
        1    0.000    0.000    0.000    0.000 numerictypes.py:954(_register_types)
       22    0.000    0.000    0.000    0.000 __init__.py:358(__getattr__)
        1    0.000    0.000    0.000    0.000 linalg.py:1299(svd)
        1    0.000    0.000    0.000    0.000 _ccsd.py:3(<module>)
       14    0.000    0.000    0.000    0.000 mole.py:45(_gaussian_int)
        1    0.000    0.000    0.000    0.000 _ao2mo.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hf.py:258(minao_basis)
      432    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 tempfile.py:146(rng)
      351    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
       89    0.000    0.000    0.000    0.000 {built-in method time.clock}
      153    0.000    0.000    0.000    0.000 arrayprint.py:829(<genexpr>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 _ri.py:6(<module>)
       26    0.000    0.000    0.000    0.000 fromnumeric.py:50(_wrapfunc)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
       15    0.000    0.000    0.000    0.000 files.py:334(<listcomp>)
       19    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
     1880    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
       10    0.000    0.000    0.000    0.000 {built-in method io.open}
        4    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 mole.py:1708(format_atom)
       51    0.000    0.000    0.000    0.000 _internal.py:715(_ufunc_doc_signature_formatter)
       20    0.000    0.000    0.000    0.000 nosetester.py:554(_numpy_tester)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mole.py:150(format_atom)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
       81    0.000    0.000    0.000    0.000 inspect.py:2445(__init__)
       32    0.000    0.000    0.000    0.000 logger.py:146(timer)
        1    0.000    0.000    0.000    0.000 datatype.py:12(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
      501    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:855(<listcomp>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
      536    0.000    0.000    0.000    0.000 sre_parse.py:159(__len__)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        7    0.000    0.000    0.000    0.000 mole.py:50(gto_norm)
      410    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        1    0.000    0.000    0.000    0.000 moleintor.py:631(make_cintopt)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
       23    0.000    0.000    0.000    0.000 sre_compile.py:376(_mk_bitmap)
        3    0.000    0.000    0.000    0.000 parse_nwchem.py:147(_parse)
       27    0.000    0.000    0.000    0.000 core.py:918(__init__)
      119    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
       65    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        4    0.000    0.000    0.000    0.000 numeric.py:2882(extend_all)
        1    0.000    0.000    0.000    0.000 cistring.py:6(<module>)
        1    0.000    0.000    0.000    0.000 datatype.py:21(Datatype)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      355    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      140    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       31    0.000    0.000    0.000    0.000 numpy_helper.py:596(sign_and_symbs)
       97    0.000    0.000    0.000    0.000 mole.py:2373(_charge)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       22    0.000    0.000    0.000    0.000 __init__.py:365(__getitem__)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
       71    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
       52    0.000    0.000    0.000    0.000 misc_util.py:637(get_shared_lib_extension)
       11    0.000    0.000    0.000    0.000 numeric.py:83(zeros_like)
        1    0.000    0.000    0.000    0.000 incore.py:105(_env_and_aoloc)
        4    0.000    0.000    0.000    0.000 re.py:184(sub)
       20    0.000    0.000    0.000    0.000 nosetester.py:157(__init__)
       18    0.000    0.000    0.000    0.000 core.py:994(__init__)
      101    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
      121    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       79    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 misc.py:455(__del__)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
      211    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      420    0.000    0.000    0.000    0.000 arrayprint.py:1081(__call__)
        1    0.000    0.000    0.000    0.000 localizer.py:16(<module>)
       29    0.000    0.000    0.000    0.000 compat.py:103(filename_encode)
      281    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
      116    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      118    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        4    0.000    0.000    0.000    0.000 getlimits.py:96(_str_xmin)
      518    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       13    0.000    0.000    0.000    0.000 fromnumeric.py:943(argmax)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
       26    0.000    0.000    0.000    0.000 logger.py:161(timer_debug1)
       52    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
      628    0.000    0.000    0.000    0.000 numerictypes.py:631(issubclass_)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:851(argsort)
       27    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
      212    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 select_ci.py:17(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:521(LegacyInterpolation)
     1299    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 direct_nosym.py:19(<module>)
        2    0.000    0.000    0.000    0.000 misc.py:48(current_memory)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 _vhf.py:3(<module>)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
      306    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      308    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      366    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 hf.py:1268(density_fit)
       42    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
       85    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 moleintor.py:645(__del__)
        1    0.000    0.000    0.000    0.000 df_jk.py:20(density_fit)
      339    0.000    0.000    0.000    0.000 base.py:236(id)
        1    0.000    0.000    0.000    0.000 configparser.py:375(BasicInterpolation)
        8    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
       11    0.000    0.000    0.000    0.000 diis.py:122(push_err_vec)
      307    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       11    0.000    0.000    0.000    0.000 diis.py:129(push_vec)
      305    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       42    0.000    0.000    0.000    0.000 df.py:89(prange)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        9    0.000    0.000    0.000    0.000 extras.py:238(__init__)
       60    0.000    0.000    0.000    0.000 {method 'conjugate' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 configparser.py:447(ExtendedInterpolation)
       23    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       31    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
       46    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
       83    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 select_ci_spin0_symm.py:6(<module>)
        2    0.000    0.000    0.000    0.000 addons.py:6(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:1286(ConverterMapping)
       14    0.000    0.000    0.000    0.000 inspect.py:2725(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
       52    0.000    0.000    0.000    0.000 sysconfig.py:452(get_config_vars)
      363    0.000    0.000    0.000    0.000 six.py:184(find_module)
        7    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
      118    0.000    0.000    0.000    0.000 __init__.py:420(<genexpr>)
      222    0.000    0.000    0.000    0.000 mole.py:2367(_rm_digit)
       23    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
      137    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 select_ci_symm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
       68    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1952(timezone)
       23    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
    73/49    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
      288    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        4    0.000    0.000    0.000    0.000 getlimits.py:100(_str_xmax)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       65    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 selections.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       31    0.000    0.000    0.000    0.000 os.py:794(fsencode)
      258    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 direct_uhf.py:19(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:728(create_module)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.open}
       71    0.000    0.000    0.000    0.000 diis.py:168(get_err_vec)
        1    0.000    0.000    0.000    0.000 core.py:6264(__new__)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 select_ci_spin0.py:6(<module>)
        1    0.000    0.000    0.000    0.000 x2c.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
        1    0.000    0.000    0.000    0.000 dhf.py:8(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:746(__exit__)
        1    0.000    0.000    0.000    0.000 shutil.py:1093(which)
        6    0.000    0.000    0.000    0.000 gettext.py:205(_expand_lang)
       22    0.000    0.000    0.000    0.000 diis.py:108(_store)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 chebyshev.py:88(<module>)
       11    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 uhf_symm.py:6(<module>)
       26    0.000    0.000    0.000    0.000 index_tricks.py:790(diag_indices)
       50    0.000    0.000    0.000    0.000 type_check.py:250(iscomplexobj)
        1    0.000    0.000    0.000    0.000 uhf.py:4(<module>)
        1    0.000    0.000    0.000    0.000 unixccompiler.py:14(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
       13    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 diis.py:8(<module>)
       32    0.000    0.000    0.000    0.000 mole.py:2392(_atom_symbol)
        1    0.000    0.000    0.000    0.000 outcore.py:6(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:240(decorator)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
       51    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
      164    0.000    0.000    0.000    0.000 types.py:135(__get__)
      400    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
       60    0.000    0.000    0.000    0.000 diis.py:174(get_vec)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
       14    0.000    0.000    0.000    0.000 addons.py:37(__exit__)
       11    0.000    0.000    0.000    0.000 utils.py:74(__call__)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        8    0.000    0.000    0.000    0.000 enum.py:462(_find_new_)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hf.py:1014(dump_flags)
       90    0.000    0.000    0.000    0.000 mole.py:2555(dyall_nuc_mod)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        8    0.000    0.000    0.000    0.000 core.py:8028(__init__)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
       14    0.000    0.000    0.000    0.000 addons.py:26(__enter__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 df.py:27(__init__)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       54    0.000    0.000    0.000    0.000 base.py:1187(isspmatrix)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 spin_op.py:3(<module>)
